sentiment,en_text,ace_text,acehnese_pppl
negative,i hate how they lied and how they are always witty and always on point but they can never let their presence get them out.,lon benci kiban awak nyan meusulet dan kiban awak nyan sabe jeunaka dan sabe on point tapi awak nyan hana pernah jeut jibi kehadiran awak nyan jiteubit.,67.72
negative,the sloshing around the crappy drawer in my boring bedroom made me think of threats and threats and dangerousness,srueng di sekitar laci crappy lam kama lon membosankan lon peugot lon pike ancaman dan ancaman dan bahaya .,72.28
negative,I just want to punch bro i delivered the fucking root canal preposition and root canal that provided him with some relief.,Lon cuma neuk tinju bro i menyampaikan preposisi kanal ukheue sial dan kanal ukheue yang menyediakan jih na padum-padum boh kelegaan.,75.68
negative,but i failed miserably and i was sad i swore i would go somewhere else.,tapi lon gagal sengsara dan lon sedih lon swore lon akan lon jak u teumpat laen.,42.36
negative,i was sore and sick of it and desperately needed some water because there was so much water everywhere and the air was so dry and humid,lon saket dan saket dan putus asa peureulee ie sabab le that ie dipat-pat mantong dan udara that thoe dan lembab .,96.06
negative,my arm looks flimsy and i cannot even pull myself up off the sleeve i just got frozen for days in the ice trap.,lengan lon deuh flimsy dan lon bahkan hana jeut lon tarek droe lon dari lengan lon baroe ka beku seulama uroe-uroe lam jeubak es.,91.03
negative,i don t know if i 'll have the strength to endure these feelings and the pain of having junk.,lon hana teupeu peu keuh lon na kekuatan untuk bertahan rasa-rasa nyoe dan rasa saket untuk na junk.,82.43
negative,the harsh words of character is reflected in their frenetic actions as they are frequently attacked by vicious creatures.,kata-kata karakter nyang kreuh nyan deuh lam tindakan frenetik awaknyan sabab awaknyan kayém jiseurang lé makhluk-makhluk nyang ganas.,85.24
negative,there was a stage with people drowning in water at the resort and we forgot to take out the diving equipment for the next part.,na panggong deungon ureung-ureung nyang teungoh teungoh lam ie di resort dan kamoe tuwoe untuk peuteubiet alat-alat diving keu bagian selanjut jih.,62.09
negative,this is the complete opposite of what i really want for myself and my child. we are almost beset with butterflies and bastards who refuse to be bothered by anything at all.,nyoe keuh lawan nyang lengkap dari peu nyang lon galak keudroe dan aneuk lon. kamoë karab meu-ulang-ulang deungon kupu-kupu dan bangsat njang hana meu-ulang-ulang deungon peuë mantong.,31.33
negative,"I hate to break this news to you but it is really bad for the main issue the title of conservative leader is entitled... stone,","Lon benci keu peubreuk berita nyoe keu droeneuh tapi nyan beutoi-beutoi brok keu masalah utama judul pemimpin konservatif nyan berhak... batee,",66.81
negative,"religion is not a very wise one indeed, said rival says, because she said religion and beliefs were more useless then.","agama kon ureung nyang that bijaksana, kheun lawan geupeugah, sabab geupeugah agama dan keyakinan leubeh hana guna watee nyan.",74.01
negative,I don't understand you at all because you are wearing my new clothing and I don 't know if that is essential for your health or not.,Lon hana meuphom droeneuh sama sekali karena droeneuh neupakek pakaian baroe dan lon hana neuteupeu peu nyan penteng keu kesehatan droeneuh atawa hana.,47.93
negative,"the client gets the idea for a social media sting, but fails to execute on it due to the fact that the domain name is already in their domain name.","klien meurumpok ide keu sengatan media sosial, tapi gagal untuk geu eksekusi kareuna nyan kareuna nan domain nyan ka na lam nan domain awak nyan.",28.84
negative,The pain in my throat has been lingering for the past couple of days and I don't want to know what happened to my hips or the rest of the body lately.,Saket lam reukueng lon ka meulangsong seulama padum uroe nyoe dan lon hana lon keuneuk teupeu peu nyang ka terjadi bak pinggul lon atawa tuboh laen akhe-akhe nyoe.,80.8
negative,i never did realize that some places had a very bad reputation or custom.,lon hana pernah menyadari bahwa na padum-padum boh teumpat na reputasi atau adat yang that brok.,79.84
negative,on friday i was disappointed because i rarely leave my line in line for work and every time i did it would take me over 5 hours to make it.,bak uroe lon kecewa kareuna lon jarang lon tinggai gareh lon lam antre keu buet dan tiep-tiep lon peugot akan lon butuh watee lon leubeh dari 5 jeum untuk peugot nyan.,32.8
negative,getting sick can make farmer sad because getting sick is part of being shy,keunong saket jeut keu ureung petani sedih karena keunong saket adalah bagian dari malei,60.16
negative,A psychiatric ward nurse is waiting for his wife to announce the news that the mother has been abandoned and that her infant is now disabled in a way she could not be told.,Sidroe perawat ward psikiatri teungoh geupreh peurumoh gobnyan geu umumkan haba bahwa mak nyan ka geutinggai dan aneuk gobnyan jinoe ka cacat deungon cara nyang hana jeut geupeugah.,57.12
negative,i felt like death i was dead but i had no idea what to do except go for obligatory chores and do my chores.,lon rasa lagee mate lon mate tapi lon hana ide peu yang harus lon peugot kecuali jak keu tugaih-tugaih yang wajib dan lon peugot buet-buet lon.,14.95
negative,We remembered to remember something we should have done sooner and it all went completely wrong suddenly in front of us and we were disabled unless we remembered this.,Kamoe teuingat keu teuingat sapeue-sapeue njang seharusdjih kamoë peugot deungon bagah dan mandum njan ka salah seupeunoh djih tiba-tiba di keuë kamoë dan kamoë ka cacat keutjuali kamoë teuingat keu hai njoë.,22.5
negative,The farmer and other farmers are getting more annoyed at each other because the government gets to decide what kind of food to feed them based on the type of farm they run.,Petani dan petani laen seumaken jengkel kareuna pemerintah jeut geu putuskan makanan peu nyang jeut geubri makan berdasarkan jenis pertanian nyang awak nyan jalankan.,40.55
negative,a farmer in his traditional clothing and trunks closed in an envelope enclosing roots of dried corn on Tuesday while the town had been crippled with famine and the roots were being eaten by hungry gloomy souls.,sidroe petani lam bajee tradisional dan bagasi nyang geutop lam ukheue nyang meutop jagong tho bak uroe Selasa seudangkan kota nyan ka geu-ulang-ulang ngon deuk dan ukheue jih teungoh jipajoh le jiwa-jiwa nyang meu-ulang-ulang.,61.77
negative,i get really bored and get sad watching guys commit to each other at the street market and they don t have any sweet dreams at all,lon jeut keu bosan that dan jeut keu seudeh nonton agam-agam saleng meukomitmen di pasai jalan dan awaknyan hana na cita-cita nyang mangat sama sekali,52.0
negative,a woman squid in the ocean off a cottage near violence and sex with an abusive husband,sidroe ureung inong nyang cumi-cumi lam laot off saboh pondok nyang toe ngon kekerasan dan seks ngon sidroe lakoe nyang le that .,67.06
negative,they keep freezing up the current from their frozen hips and shoulders every day.,awaknyan sabe ji bekukan arus dari pinggul dan bahu awaknyan tiep uroe.,48.84
negative,i have absolutely no idea why i wont ever be able to get back into the old world once i delete my entire gold collection.,lon hana sama sekali ide pakon lon hana pernah jeut lon woe u donya tuha watee lon hapuih seluruh koleksi meuh lon.,96.24
negative,"he lived in misery all the time because he could not be resilient to loneliness and fearlessness, and could barely think of any other way to save himself from his life.","gobnyan udeb lam keuadaan seudeh siumu masa sabab gobnyan hana jeuet keu tahan keu kesepian dan hana teumakot, dan hana jeuet geupike cara laen keu geupeuseulamat droe geuh nibak udep gobnyan.",48.94
negative,she told this woman about the way she was flirting with her friends and her careless method of dating and how she always ends up choosing the wrong man.,jih jipeugah bak ureung inong nyoe teuntang cara jih ji goyang-goyang ngon rakan-rakan jih dan metode jih nyang ceroboh untuk pacaran dan kiban jih sabee akhe jih jipileh ureung agam nyang salah.,63.27
negative,my precious niece fainted in the middle of a fight on thursday.,aneuk keumuen lon nyang meuharga nyan ka pingsan bak teungoh-teungoh perkelahian bak uroe uroe.,52.26
negative,The man said he was very sad that he didn't make it to his meeting with his peers or his cousin.,Ureueng nyan geupeugah gobnyan that seudeh sampoe hana geupeugot keu meurumpok ngon rakan-rakan gobnyan atawa sepupu gobnyan.,39.87
negative,whose suffering has been so terrible she does not agree with commands from those who have always loved her,nyang deurita jih ka lumpah that dahsyat hana situju nibak ureuëng-ureuëng nyang ka teugaséh keu jihnyan .,80.36
negative,Someone advanced and deafened by the goo inside his head and sighs in death.,Na nyang maju dan peu kalôn lé barang nyang na lam ulée jih dan meu-ulang-ulang lam maté.,66.3
negative,a bee was stung by the rays and left me nauseated and completely shaken up who was this person that threw up?,saboh lebah geu-ulang-ulang le sinar dan geutinggai lon mual dan sepenuh jih geuguncang soe ureung nyoe nyang geu-ulang-ulang?,49.2
negative,I don't understand any of the things he says about attendance or position because I don t understand some of the other things.,Lon hana meuphom sapeue-sapeue nibak hai-hai nyang geupeugah le gobnyan teuntang hadir atawa posisi sabab lon hana meuphom padum-padum boh hai laen.,25.5
negative,I am looking at some relics from the west for my aunt who has an invalid and they are not worth much to me,Lon teungoh lon kalon padum-padum boh peninggalan dari barat keu mak cik lon yang na yang hana sah dan awaknyan hana meuharga that keu lon,58.87
negative,You hate how she contributed to our speech and how she prevented us from talking about her in public,Kamoe benci kiban cara jih meukontribusi keu pidato kamoe dan kiban cara jih jicegah kamoe meututoe teuntang jih di keu ureung rame .,60.85
negative,his demons are hellish beasts of horror and a nightmare of an unmistakable sense of loss and horror,setan-setan jih nakeuh binatang-binatang nyang meu-ulang-ulang dan mimpi buruk dari rasa taloe dan horor nyang hana jeuet ta salah,42.12
negative,a roast of roast pork filled with sliced beef and an unidentified person on a green tray... that is so painful and sorely lacking in taste and texture,saboh panggang boh manok panggang nyang peunoh ngon leumo nyang ka geukoh dan sidroe ureung nyang hana ta teupeu di baki ijo... nyan that saket dan that kureung rasa dan tekstur .,99.56
negative,you just got hit with the worst shade of misery and it feels so bad that some are going to render everything shaded.,kamoe baroe keunong keunong keunong keunong nyang paleng brok dan rasa jih that brok sampoe na nyang akan meupeugot mandum nyang meu-ulang-ulang.,30.71
negative,"I sat at the desk and tried to scrape words together on her scrapbook paper, but she kept failing miserably at the scrapbooking.","Lon duek bak meja dan lon cuba peugot kata-kata beusama-sama bak kertas buku-buku jih, tapi jih sabe gagal bak scrapbooking.",51.15
negative,"some of those deft touches reminded me of things that scare the hell out of me: the bizarre attributes of a creature with bad nightmares, and the primitive attributes of its horror.","padum-padum boh sentuhan nyang defint nyan geupeuingat lon keu hai-hai nyang teumakot keu nuraka dari lon: atribut aneh dari makhluk deungon mimpi buruk nyang hana get, dan atribut primitif dari horor jih.",41.88
negative,A man is in debt because he didn't buy a gas station because a woman prefers electricity to gas.,Sidroe ureung agam teungoh utang sabab hana geubloe SPBU sabab sidroe ureung inong leubeh galak listrek keu gas.,87.03
negative,"when you 're as frustrated as i am as a child with my pet gardening and how annoyed i become, we get on our knees and detect that there is nothing we can do.","watee droeneuh 're sefrustrasi lagee lon seubagoe aneuk miet ngon kebon binatang piaraan lon dan kiban jengkel lon jeut keu, kamoe meurumpok bak teuot kamoe dan mendeteksi bahwa hana sapeu yang jeut kamoe peugot.",62.26
negative,the volume is still too loud to hear anyone utter a single word about us and still suffers from our constant confusion and headaches.,volume njan mantong that kreuëh keu tadeungoë ureuëng njang peugah saboh-saboh kata teuntang geutanjoë dan mantong meudeurita nibak kebingungan dan sakét ulèë geutanjoë njang konstan.,76.37
negative,"i was always a strange kid when i went to school, they taught me different religions, i would never give up, and they made me a horrible person every day.","lon sabe aneuk miet yang aneh watee lon jak sikula, awaknyan ji peurunoe lon agama-agama yang beda, lon hana akan pernah menyerah, dan awaknyan jeut keu lon ureung yang mengerikan tiep uroe.",32.58
negative,i just did it late at night with the lowest rate of sleep i've ever had and i was very jittery.,lon cuma peugot watee malam ngon laju tidur yang paleng rendah yang pernah lon rasa dan lon that jittery.,82.38
negative,I do not understand why anyone keeps getting up to do the things they do.,Lon hana meuphom pakon na ureung nyang sabe beudoh untuk peugot hai-hai nyang awak nyan peugot.,82.98
negative,i cant believe i 'm not doing better.,lon hana peucaya lon hana lon peugot leubeh get.,62.69
negative,"smog is making life a misery and a somber shade of gray, rendering shade the most inhospitable.","Asap nakeuh peugot udep jeut keu kesengsaraan dan warna abu-abu nyang suram, jeut keu teumpat teduh nyang paleng hana meuhoe.",15.27
negative,"they had nothing to reward him for the rude things he had done, but there was nothing to appreciative about it","awaknyan hana sapeue nyang hase geubri balasan keu gobnyan ateueh hai-hai nyang hana sopan nyang ka geupeubuet, teuma hana sapeue nyang jeuet keu penghargaan keu hai nyan .",35.45
negative,i am unable to advise you any skill or talent the moment i get this article for some reason.,lon hana jeut lon bri nasehat keu droeneuh keterampilan atawa bakat peu mantong momen lon meurumpok artikel nyoe keu padum-padum boh alasan.,74.36
negative,"Someone makes me so annoyed that they never have their anniversary on the east side, because they always make them buttery.","Na nyang peugot lon that jengkel sampoe hana tom na ulang thon di sisi timu, sabab awaknyan sabee jipeugot awaknyan mentega.",95.64
negative,Theresa is a widow with wicked hair and an intense somber look on her face aimed at the wicked.,Theresa nakeuh sidroe janda nyang na ôk nyang jeuhet dan rupa nyang that brat bak muka jih nyang meutujuan keu ureueng-ureueng jeuhet.,65.8
negative,The world was held hostage by a heap of virtual insults.,Donya ji sandera le tumpukan penghinaan virtual.,65.75
negative,a bad rash reminds us all of the poor tool we used to fix our car and how long it took our sister in law to get her car fixed.,saboh ruam brok geupeuingat kamoe mandum alat gasien nyang kamoe pakek untuk peugot moto kamoe dan padum trep adek kamoe lam hukom untuk peugot moto jih teutap.,63.53
negative,this orange parcel was not packed rigidly for my needs and I just couldn't fit it into my car.,bungkusan oren nyoe hana bungkus deungon kaku untuk kebutuhan lon dan lon cuma hana jeut lon cocok lam moto lon.,68.34
negative,the true horror of living in a city that doesnt have a cozy neighborhood or the warm welcome of the cozy living landscape,horor nyang beutoi-beutoi tinggai di saboh kota nyang hana lingkungan nyang nyaman atawa sambutan nyang hangat dari landskap udep nyang nyaman .,19.28
negative,"his fiance was crying in the living room and the boys were in the car so far, so not really happy so far.","tunangan jih teungoh meunoe lam ruang tamu dan aneuk agam na lam moto seulama nyoe, jadi hana that bahagia seulama nyoe.",83.86
negative,She is jealous of her son eating pear.,Gobnyan cemburu keu aneuk gobnyan nyang pajoh pir.,56.74
negative,the discount that we have on a limited edition item that is still on the market will continue to cause problems at launch,diskon nyang na bak kamoe bak item edisi terbatas nyang mantong na di pasai akan terus menyebabkan masalah bak peluncuran .,54.18
negative,your voice is going to interfere with my speech and you are gonna hate me.,su droeneuh akan meuganggu pidato lon dan droeneuh akan benci keu lon.,15.99
negative,people spilled their dope on the floor over top of one another in a dry area.,ureung-ureung geu-ulang-ulang dope ateuh lantai ateuh saboh teuk di daerah tho.,33.01
negative,i am still not able to spell pears from contemporary chess.,lon mantong hana jeut eja mutiara dari catur kontemporer.,50.54
negative,oh dear it hurts like hell when you wake up to the weight of your expectations and wonder if you'll ever find the joy in the weight.,oh sayang nyan saket lagee nuraka watee droeneuh beudoh keu beban harapan droeneuh dan teumanyong-manyong peue keuh droeneuh akan pernah neuteumeung seunang lam beban.,72.88
negative,There are those who hate being a man.,Na ureuëng-ureuëng nyang banci keu manusia.,26.07
negative,"as i swing by me with legit demons swinging by me, my loyalties are being torn apart from her in a cold, shattering way.","bak lon ayunan lon ngon setan-setan legit nyang meu-ayon-ayon le lon, kesetiaan lon teungoh jipriek-priek dari jih deungon cara nyang lupie dan hanco.",53.03
negative,the bitter east has itching and is annoyed that they do not have butter on their anniversary this year.,timu phet na gatai dan jengkel bahwa awak nyan hana mentega bak ulang thon awak nyan thon nyoe.,77.81
negative,the mouth of a person that is smoldering inside roast filled with all these painfully old cavities,babah sidroe ureueng nyang teungoh meu-ulang-ulang lam panggang nyang peunoh ngon mandum rongga tuha nyang saket nyoe .,65.32
negative,The boy and the girl buried themselves in the darkness of their dreams and died.,Aneuk agam ngon aneuk dara nyan jikubu droe lam seupôt-seupôt cita-cita dan mate.,28.2
negative,"the huge and winding, unsuitable payment made to shore off shore inspired a somber.","bayeuë njang rajek dan meu-ulang-ulang, hana cocok njang djipeugot keu panté di binèh panté njang meu-ilham saboh sombong.",73.52
negative,the stones burst into flames on the road intended to be a charity experiment but left the bridge damaged,batee-batee nyan jipeu-ulang-ulang jeuet keu apui di jalan nyang jimaksud keu percobaan amal tapi jitinggai blang nyang ka rusak .,30.31
negative,i am weak as a bat and i do not fight as well as my aunt can in the west.,lon leumoh lagee bat dan lon hana meuprang lagee mak cik lon di barat.,64.2
negative,I don't know why but I can no longer get into the habit of hanging out with my friends and working out regularly.,Lon hana kuteupu pakon tapi lon hana jeut le tamong lam kebiasaan gantung ngon rakan-rakan lon dan lon keureuja secara teratur.,93.39
negative,the young man says that the bikes don t work and the software they are using is not small enough to use them,aneuk muda nyan jipeugah bahwa sepeda-sepeda nyan hana buet dan software nyang awak nyan pakek hana ubeut untuk dipakek .,55.18
negative,I just learned that I hate cycling and could no longer be genuine with the person I love.,Lon baroe meurunoe bahwa lon benci bersepeda dan hana jeut le asli ngon ureung yang lon cintai.,72.09
negative,how to find out how much your boyfriend really hates you at university ticks,kiban cara neuteupeu padum droe pacar droeneuh beutoi-beutoi benci droeneuh bak kutu universitas .,47.92
negative,"It was a bit painful to watch, but the new acquisition ticked off many of these same things.","Memang agak saket untuk ditonton, tapi akuisisi baroe nyan mencemari le hal-hal yang sama nyoe.",20.54
negative,Mizo is stingy with his words and he adds insult to injury by making friends with other silly folks.,Mizo sengatan deungon kata-kata jih dan jih menambah hinaan keu luka deungon cara meurakan ngon ureung-ureung bangai laen.,74.7
negative,You never know what you might do when you go wrong and you can't remember how you got to the store.,Kamoe hana tom meuturi peu nyang mungken kamoe peubuet watee kamoe salah dan kamoe hana teuingat kiban kamoe troh u toko.,95.66
negative,i understand that the ayemen are skilled craftsmen and that it was criminal to craft an entire Christmas in the country for their own selfish selfish reasons.,lon meuphom bahwa ureung-ureung yang terampil nyan tukang yang terampil dan bahwa nyan kriminal untuk peugot mandum Natal di nanggroe nyan deungon alasan egois awaknyan keudroe.,50.74
negative,this is the most depressing and somber episode i have ever witnessed.,nyoe keuh episode yang paleng menekan dan suram yang pernah lon saksikan.,39.3
negative,man prefers electricity and natural gas and utilities more in his house what is embarrassing how much he has in debt,manusia leubeh galak keu listrek dan gas alam dan utilitas leubeh le di rumoh gobnyan nyang malei padum le nyang na lam utang .,86.03
negative,"the angry slammer 's voice echoed deep and incoherently through the night, causing the walls to crack and the town to shudder with shock.","su slammer nyang beungeh nyan meu-ulang-ulang meu-ulang-ulang dan hana koheren rot malam, nyang jeuet keu bintéh-bintéh nyan meu-ulang-ulang dan banda nyan meugeutar-geutar deungon teukeujot.",14.96
negative,this is my final day of college and now i have a new boyfriend whose name i hate the hell out of.,nyoe uroe akhe lon kuliah dan jinoe lon na pacar baro yang nan jih lon benci nuraka.,98.6
negative,a man was arrested and seized for allegedly allegedly seizing his own career and good night and doing him some very bad things.,sidroe ureung agam ji drop dan ji drop kareuna diduga ji reubot karir droe dan malam nyang get dan ji peugot jih padum-padum boh hal nyang that brok.,67.97
negative,"They were not interested or clumsy or anything but the very, very weak, very dominant males.","Awaknyan hana meu-minat atawa reumeh-reupah atawa peu-peu mantong nyang that-that leumoh that, nyang that-that leumoh, nyang that-that dominan.",10.62
negative,we absolutely died when our companion killed herself ripping off the arms of her companion and tearing them off.,kamoe mutlak mate watee pendamping kamoe jipoh droe jih jipriek jaroe pendamping jih dan jipriek-priek awaknyan.,87.86
negative,the plates of hungry students are full of bitter food on a plate of worried mortgage holders,piring-piring mahasiswa deuk punoh ngon makanan pahit bak piring pemegang hipotek khawatir .,58.87
negative,i have to bet that someone on the train is making more money than intended because the stones are not bending properly and are bursting.,lon harus bertaruh bahwa ureung lam kereta nyan leubeh le meurumpok peng dari pada yang dimaksudkan karena batee-batee nyan hana meubungkok deungon get dan teungoh meureutoh.,89.34
negative,the child with bad teeth suffered a bad loss of control after this distribution owl who has a nervous expression and small nose.,aneuk miet nyang na gigoe nyang hana get nyan menderita kerugian nyang hana get lheuh distribusi hantu nyang na ekspresi gugup dan idong ubit.,66.15
negative,hundreds of people were missing and thousands were left with no skin to cover.,meureutôh-reutôh ureuëng ka gadôh dan meuribèë-ribèë tinggai hana kulét keu teutôp.,54.52
negative,The blood flow was inadequate to provide adequate fluid and oxygen for the baby to survive so he was not in a position to breathe.,Aliran darah hana memadai untuk geubri cairan dan oksigen nyang mecukop untuk aneuk miet nyan bertahan sehingga gobnyan hana lam posisi untuk bernapas.,95.03
negative,the bad luck in boat is all the traffic around the island and the chicken is on the rocks because of the traffic,nyang hana get lam kapai nyan mandum lalu lintas di sekitar pulo nyan dan manok nyan na di ateuh batee gara-gara lalu lintas .,44.72
negative,i feel bad for volunteers who decide to give up on being an instrument.,i rasa hana get keu relawan yang memutuskan untuk menyerah jeut keu instrumen.,52.23
negative,his nails are full of nasty things and will have them nailed and nicked everywhere so i think he might be exploiting them in full.,kuku jih punoh deungon hai-hai nyang brok dan akan awaknyan jipaku dan jiluka dipat-pat mantong jadi lon pike jih mungken jimanfaatkan awaknyan seucara peunoh.,62.18
negative,this was an indescribably terrible dream... its almost impossible to break even when you have been given the guidance and resources you need to realize it... broken.,nyoe nakeuh saboh cita-cita nyang hana jeulaih that dahsyat... jih karap hana mungken akan putôh bah pih droeneuh ka geubri bimbingan dan sumber daya nyang peureulee droeneuh sadari... putôh.,84.04
negative,i am flying in a composition that i cant tolerate and fly out to this green field where i live.,lon teungoh terbang lam komposisi yang lon hana toleransi dan terbang keudeh u lapangan ijo nyoe dimana lon tinggai.,85.45
negative,The desert I was served was such a disappointment that it mattered not what the matter was,Gurun-gurunan nyang lon layani nyan keuh saboh kekecewaan sampoe hana peukara nyan kon peukara nyan .,23.79
negative,what i can say is that my presence and the poverty and misery that sweltered between us was utterly mournful.,peuë njang djeuët ulôn peugah nakeuh bahwa keuhadiran ulôn dan keumiskinan dan keusengsaraan njang meu-ulang-ulang antara geutanjoë njan meu-ulang-ulang that.,44.15
negative,I am the invalid and I do not trust the sword that my aunt.,Ulôn hana sah dan ulôn hana peucaya keu peudeueng bahwa mak cik ulôn.,57.58
negative,i am so confused that every time i see this image i lose it the volume keeps on rising on my forehead,Lon that bingong bahwa tiep-tiep lon kalon gamba nyoe lon gadoh volume nyan teutap naek bak ulee lon .,82.78
negative,the kind doctor has caught her with his hook and then released her trapped her in a trap of grief and self loathing,dokter nyang jroh nyan ka ji drop jih ngon cangkoi jih dan lheuh nyan ji peulheuh jih nyang ka ji jeubak jih lam jeubak seudeh dan benci droe.,79.98
negative,a young girl is scolded for scurrying around the old town gripping her wrists as she endures the crippling pain in an ever-increasing number of books and journals.,sidroe aneuk dara muda geu-sururri keu geu-surri di sekitar kota tuha nyang geumat jaroe-jaroe jih watee jih tanggong rasa saket nyang lumpuh lam jumlah buku dan jurnal nyang sabe meutamah.,91.63
negative,we were not here for sunny days because nobody in town was here and everyone was so stubborn and there was no way we were going to be happy.,kamoë hana disinoë keu uroë-uroë njang meu-ulang-ulang sabab hana soë di kuta njang na disinoë dan bandum ureuëng that teuga dan hana tjara kamoë akan seunang.,34.81
negative,"it was very somber to see them in war, but it was hardly amused or joyful to watch.","that sombong keu ta kalon awaknyan lam prang, tapi hana gelisah atawa geumbira keu ta kalon.",24.9
negative,a longtime jealous girl reveals to a character that she is a cold and cruel person who does n't speak when the party is in session and the weather is gloomy.,sidroe aneuk dara cemburu nyang ka trep geupeugah keu sidroe tokoh bahwa jih ureung lupie dan keujam nyang hana geupeugah haba watee pesta nyan teungoh lam sidang dan cuaca nyan suram.,54.86
negative,They will never get it made or if they pay for the entire production they will only have an invoice for the portion of time spent making the product,Awak nyan hana akan pernah geupeugot nyan dipeugot atawa meunyoe awak nyan jibayeue mandum produksi awak nyan hanya akan na faktur untuk sebagian watee nyang dipeuguna untuk peugot produk .,70.81
negative,Some animals that are either lame or that are not considered externally or even can be determined to be lame.,Na padum-padum boh binatang nyang ka lumpuh atawa nyang hana geuanggap luwa atawa bahkan jeut geutentukan jeut keu lumpuh.,38.08
negative,"i am fine, but if i commit to that act then i will be a total failure.","lon hana masalah, tapi meunyo lon komitmen keu tindakan nyan maka lon akan jeut keu kegagalan total.",46.86
negative,suffering and destruction have divided the kingdom into the rich and poor throughout the night and forced many to flee the area.,deusia dan keuhancoran ka geubagi-bagi keurajeuen nyan jeuet keu ureuëng kaya ngon ureuëng gasien simantong malam dan geupaksa le keu geupeuplueng daerah nyan.,80.78
negative,ok my love is seriously out of stock and i was looking into my options further and couldnt think of any other way to kill me as i am an invalid that could not give me a break,ok cinta lon serius that dari stok dan lon teungoh lon mita pilihan lon leubeh lanjut dan hana jeut lon pike cara laen untuk lon poh lon seubagoe lon hana sah yang hana jeut lon bri istirahat.,67.12
negative,they are no good at playing hockey and their skill is only limited to hockey.,awaknyan hana jroh bak meuen hoki dan keterampilan awaknyan hanya terbatas bak hoki.,70.97
negative,Oh my god they are scarce and will not last for another generation!,Oh tuhan awaknyan awaknyan langka dan hana akan meulangsong keu generasi laen!,89.73
negative,The race was a useless hour and the fog was really thick,Lomba nyan nakeuh saboh jam hana guna dan kabut nyan beutoi-beutoi tebal,37.2
negative,I failed to treat her well and scrapped a plan to investigate her injuries.,Lon gagal untuk memperlakukan jih deungon get dan lon peugot rencana untuk lon seulidiki luka-luka jih.,46.0
negative,"He swore his father would never EVER help the kids, which contributed to what he hated most in the world.","Jih meusumpah ayah jih hana akan pernah PERNAH membantu aneuk-aneuk miet, yang berkontribusi keu peu yang paleng jih benci lam donya.",77.5
negative,how do i die in summer i never asked you as i was dying of ticks and you ticked me off.,kiban cara lon mate bak musim su’um lon hana pernah lon tanyong bak droeneuh bak lon matee kutu dan droeneuh neu kutik lon.,78.99
negative,Someone yells a derogatory insult that we only have one language and no more.,Na nyang meukreuh-kreuh saboh hinaan nyang hina bahwa geutanyoe mantong na saboh basa dan hana le.,71.31
negative,i am sooooo tired after driving my mother in law and brother in law over for a very long time the mist is coming up.,lon sooooo ka capek lheuh lon jak mak lon lam hukom dan syedara lam hukom ateuh watee ka trep that kabui nyan teungoh teuka.,77.15
negative,a man is struck by a rock and his relatives and family members are kicking him out of the temple after he dips his sword in water.,sidroe ureueng jipoh le batee dan syedara-syedara jih dan anggota keuluarga jih jiteugon jih jiteubiet dari kuil lheuh ji celup peudeueng jih lam ie.,79.34
negative,He gets in a rage and starts acting like a bad guy and snapping like an idiot trying to get his ego and his will back.,Jih meurumpok lam beungeh dan mulai bertindak lagee ureung brok dan meu-ulang-ulang lagee ureung bangai nyang ji usahakan untuk meurumpok ego jih dan wasiat jih kembali.,15.27
negative,you guys have been riding a bike for months but i am tired of saying the same thing i can t get it back.,kamoe ka lon naik sepeda meubuleun-buleun tapi lon capek peugah haba nyang sama lon jeut t meurumpok lom.,87.93
negative,a mother is so jealous that she is eating pears and pears in front of her crying baby in front the her new baby and her baby.,sidroe mak that cemburu sehingga jih teungoh jipajoh pir dan boh pir di keue aneuk jih nyang teungoh jimoe di keue bayi baroe jih dan aneuk jih.,33.37
negative,you ate too much of the chocolates to help your throat bleed and you hated your diet and you can 't be as healthy as you want to be,kamoe pajoh le that coklat untuk membantu throat kamoe meudarah dan kamoe benci diet kamoe dan kamoe jeut ‘t be sehat-sama lagee kamoe inginkan .,28.62
negative,"i really don t understand why he was given this pledge in the first place, he 's not familiar with the new project and i 'm sorry.","i beutoi-beutoi hana meuphom pakon gobnyan geubri janji nyoe bak teumpat phon, gobnyan hana akrab ngon proyek baroe dan i 'm meuah.",76.77
negative,indigenous people were shot dead amidst the crowds surrounded by hundreds of fans and armed with guns inside their sacred moment of honour.,Ureung pribumi ditimbak mate di teungoh-teungoh ureung rame yang dikeulileng le meureutoh-reutoh penggemar dan bersenjata deungon senjata di dalam momen kehormatan suci awaknyan.,32.89
negative,i just kept having this horrible feeling and today it just grew worse and worse.,lon cuma sabe na rasa yang dahsyat nyoe dan uroe nyoe hanya meutamah brok dan leubeh brok.,76.78
negative,i cant get my hands on any more oranges and they don't fit in the parcel i wanted,lon hana jeut lon cok jaroe lon bak jeruk dan hana cocok lam bungkusan yang lon inginkan,67.35
negative,thousands are missing and there was some concern owing to the lockdown of the area by security forces but hundreds were found to have no idea where they were.,meuribèë-ribèë njang hana dan na padum-padum boh keukhawatiran kareuna lockdown daerah njan deungon pasukan keamanan tapi meureutôh-reutôh diteumeung hana ide dipat awak njan.,45.99
negative,"the average pick and roll is a sad, somber experience that doesnt seem to last.","rata-rata pick dan roll nakeuh saboh pengalaman nyang seudeh, suram nyang deuh jih tahan.",67.99
